round_epochs,loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr,decay,momentum,batch_size
8,0.02033577729797609,0.8965174,0.016149712952248978,0.9074315,0.011,0.00012,0.94,100
8,0.020402554748281995,0.8916489,0.016466429596162076,0.9076479,0.011,8e-05,0.95,90
8,0.020630947626960366,0.8912935,0.01617045279640656,0.9075758,0.011,8e-05,0.94,90
8,0.020907630260263297,0.8899431,0.016896235505266796,0.90512264,0.01,0.00012,0.945,110
8,0.020766788289379844,0.890796,0.01674906337367637,0.9060606,0.01,8e-05,0.945,100
8,0.021370734974765764,0.89225304,0.01753339632232855,0.9053391,0.009000000000000001,0.0001,0.94,90
8,0.02145915033458583,0.88937455,0.01681093317033215,0.9080808,0.01,0.00012,0.94,90
8,0.01984995076341479,0.895629,0.016208342802650356,0.908658,0.011,0.0001,0.95,90
8,0.02216524286453785,0.88489693,0.017346862394464823,0.90367967,0.01,0.00012,0.94,100
8,0.02264340768264396,0.8843639,0.017904574635423838,0.9008658,0.009000000000000001,0.0001,0.94,110
8,0.020530981665004545,0.89292824,0.016554180363362484,0.90541124,0.011,0.0001,0.94,90
8,0.020178969240566686,0.8956645,0.015744165827158683,0.9107504,0.011,8e-05,0.94,100
8,0.02234188297746257,0.8865672,0.017414686735719442,0.90555555,0.009000000000000001,0.00012,0.945,110
8,0.020352331357501717,0.8942786,0.016392261557909963,0.90642136,0.01,8e-05,0.95,90
8,0.020451807840604814,0.89371,0.016542735880490763,0.908658,0.011,0.0001,0.94,100
8,0.020505530480361613,0.8914357,0.016343654364530228,0.907215,0.01,0.00012,0.95,100
8,0.02120280690860551,0.88898367,0.016395964562989675,0.9056277,0.01,0.0001,0.945,90
8,0.02185327051552946,0.888344,0.01765241315736184,0.9033189,0.01,0.0001,0.94,110
8,0.020750481854758855,0.8934613,0.017057153372118224,0.90497833,0.01,8e-05,0.94,90
8,0.02188973671372109,0.88560766,0.017471327483358366,0.90266955,0.011,0.0001,0.94,110
8,0.020277628175352978,0.89466953,0.01586954266875767,0.9093795,0.011,8e-05,0.945,100
8,0.021514634066277898,0.8891969,0.01717781521713235,0.9049062,0.009000000000000001,8e-05,0.94,100
8,0.022045658376430608,0.88713574,0.0172182974791286,0.9038961,0.009000000000000001,0.00012,0.94,100
8,0.022227151911141777,0.88471925,0.017416976931172962,0.9015873,0.009000000000000001,0.0001,0.945,100
8,0.02129310136925702,0.8891258,0.016540694516152143,0.9075758,0.009000000000000001,0.00012,0.95,110
8,0.020985874822978843,0.8899787,0.016654305819228485,0.90829724,0.011,0.00012,0.945,90
8,0.020874971690685,0.8897299,0.016411779599578735,0.90483403,0.011,0.00012,0.94,90
8,0.02136827179435283,0.889339,0.01708518929610198,0.90223664,0.009000000000000001,0.00012,0.945,90
8,0.02143376956110676,0.8899431,0.017207321296963427,0.90497833,0.011,0.00012,0.94,110
8,0.020673410026733872,0.8916489,0.016396118231214486,0.90526694,0.009000000000000001,8e-05,0.945,90
8,0.02271373148520385,0.886425,0.01769095581645767,0.9054834,0.009000000000000001,0.00012,0.94,110
8,0.021629992698060447,0.8923596,0.017308663628581498,0.9073593,0.009000000000000001,8e-05,0.945,110
8,0.02241527073994787,0.88432837,0.017803625917279874,0.903824,0.009000000000000001,0.00012,0.94,90
8,0.021810294519156725,0.8843639,0.01703503475864492,0.9047619,0.011,8e-05,0.94,110
8,0.02086902081148266,0.893177,0.016396810808642345,0.90800864,0.01,0.0001,0.94,90
8,0.021784729637038796,0.8853589,0.01660048853388274,0.90526694,0.011,0.0001,0.945,90
8,0.02123894360791508,0.8902985,0.016633172120366777,0.9063492,0.009000000000000001,0.0001,0.95,110
8,0.02208493156663083,0.88742006,0.017428070890702425,0.9051948,0.009000000000000001,0.0001,0.945,110
8,0.02180800044560949,0.8866382,0.017058121122441337,0.9040404,0.01,0.0001,0.94,100
8,0.020787714962008878,0.8911869,0.01614587823490775,0.91132754,0.011,8e-05,0.945,110
8,0.021140773186900975,0.8880597,0.017078291237741322,0.9067821,0.011,8e-05,0.945,90
8,0.02242627928024204,0.88479036,0.017462041768585405,0.90591633,0.01,0.00012,0.94,110
8,0.020157132962984697,0.89772564,0.01625391533719255,0.9104618,0.01,0.00012,0.945,90
8,0.020943309204598626,0.89150673,0.016238178181949826,0.9103175,0.011,0.0001,0.945,110
8,0.020865487747950787,0.89072496,0.017157132803861583,0.9024531,0.01,0.0001,0.95,90
8,0.021348449090454667,0.8906183,0.01723206422895107,0.90266955,0.009000000000000001,0.0001,0.95,100
8,0.020733947065402703,0.8910448,0.016806788173400693,0.90367967,0.011,8e-05,0.95,110
8,0.02113568866307706,0.8875622,0.016502194052150886,0.90959597,0.009000000000000001,0.0001,0.95,90
8,0.020331404662367377,0.89331913,0.01635719718166975,0.9076479,0.011,0.0001,0.95,100
8,0.021304959733126513,0.88781095,0.01667698977910208,0.90497833,0.011,0.00012,0.95,100
8,0.02025701756626844,0.89402986,0.01650397259403359,0.9068543,0.01,8e-05,0.945,90
8,0.0214691584510828,0.8892324,0.01697631303656411,0.90353537,0.009000000000000001,8e-05,0.94,90
8,0.02049692613175291,0.8914357,0.016411925126458445,0.907215,0.011,0.00012,0.945,110
